Id,Price
1919,166058.95103624277
7848,194176.60545466057
10749,168508.5496391349
15554,188000.74594968354
15834,213097.1191524782
1355,165053.61266151923
15451,185015.71641416222
12401,202352.59746487092
10290,182238.67637796875
9462,134824.2982558583
3103,245114.56278205637
3420,116613.5976269786
12262,248730.24543043337
5032,142034.13190046148
8949,360957.23789271887
15567,232299.01169555436
16389,163204.6137919346
7809,100018.50378968706
8990,174606.1357530071
16089,238963.30286822034
12743,117735.94676295297
5132,129162.1464365255
1619,262204.22644514084
2428,86010.07347363242
16741,156454.92908476345
13193,226951.46398384933
12588,492676.6398472069
5067,155444.95620469007
14685,125905.03856919386
2292,148715.19182437958
5746,136949.65868762086
12578,152828.26215112527
14834,184805.11337797614
2147,158608.92627178703
8222,133586.5736984318
10419,251738.2933092667
11492,222746.44239195387
3006,230633.45449449122
8761,184458.81852071537
15371,350160.4830205131
16367,149985.5334402523
6317,245342.91688430536
10878,293482.1515987045
3895,157142.46813845422
8041,150131.25571521738
13428,426730.6727201151
14669,148038.56820641356
1006,172404.67824403776
12271,177355.1108382054
3764,371932.48053273256
7675,205469.91793761484
11709,296511.24324293406
8629,152133.30221667342
1105,350555.2465485248
6096,194464.0107245157
11727,208466.62329837927
5157,154889.5771485815
3679,143461.67171555548
1755,134002.72180235063
7391,198028.91380599161
7425,110898.19217546508
6882,341734.29959122377
10752,379394.5286501867
7472,277946.63609352196
14320,115033.46043527366
9596,169863.91014011294
5317,214381.78641014182
7378,87476.48164701265
16154,183121.39984509573
3464,186500.52147211862
4197,218099.22000869433
9477,110661.37283075039
12705,192652.6173310397
16426,199085.24310600336
1481,84947.1177135335
9946,253428.18510336778
12025,239675.3524602242
5341,236325.04844764763
9923,286038.8862166984
7953,224725.98355239007
11066,247060.50655182914
5037,177311.2565074079
2509,192984.14547584855
4937,299092.7562455037
12089,395753.5760857846
4964,186710.53020150287
16500,264765.15337604226
4625,135699.08780574726
2363,439604.3681530265
8148,207906.73139574114
3804,179921.6023092433
4584,152852.5983208237
10694,119992.00197140341
2691,161995.20883699288
2983,208591.47895908085
13563,437084.49521024985
10747,216524.5137491644
1721,200165.22233252754
2789,247777.45533526407
7214,263115.2357308381
8659,225713.52231277773
5107,290706.7822341196
3843,225422.01051063812
14610,375099.9966754234
15505,158378.35206636478
5060,231155.8148824862
16055,258719.5477824406
14963,193890.91375599554
4118,141130.56224217682
1672,179411.03680105056
3209,177414.94322465075
16515,139885.58004308198
973,167213.69928058272
12529,196031.71184503566
5896,121326.98624816093
5450,286044.7974458066
3249,205926.36865223336
8911,192455.7290856714
5898,228308.7936032814
1024,185406.682268753
4766,200372.98413150242
15804,181197.75194153434
14303,204376.87706715136
10707,171805.68128034862
6605,194413.08423586728
1138,361538.0795877366
14088,348609.17626925913
9154,173913.53425534396
8190,194221.35835765104
398,264661.73679859017
13302,279624.13325881085
9696,144951.67526724006
16786,122326.172953546
16230,200592.10487715338
6552,193049.20462401633
923,228596.5560334037
9602,262366.84616079676
5857,232303.591527234
8120,161170.76420891294
7134,192984.14547584855
11726,175933.32386470962
8069,124911.82058189921
12420,171514.21706113202
8604,188826.33810556884
4854,281271.5647278225
12212,179357.32010540648
12099,356093.53222965513
3882,365347.1446808898
6995,366056.0797295163
10172,209913.74520937804
11672,329670.79457755806
12897,303259.86994999304
16097,198310.1907339905
6779,265103.8736574093
11199,190587.52602460614
10816,280296.6589482099
143,444522.841627504
5399,245618.44196611535
3286,154611.5856582427
13706,162155.30222415953
1935,400352.4286047319
16000,159714.0631466606
2860,201818.52752863755
11407,176597.03852189536
16378,249638.6269975082
12278,176517.8300107687
3842,197468.70516663877
2692,349315.3486665454
7699,182204.50372631065
6825,287616.7524834791
7268,240916.2633586255
1477,407647.9436985926
9887,184199.83919974198
9436,181651.73700050058
3179,270580.5114568961
1350,495887.6146533471
10643,212332.60475582836
5793,226468.98047806675
11494,408606.0880134432
4206,209931.23071378437
12419,230096.4689488452
8530,210457.5244697392
5985,176313.9947464371
8908,229306.41031210637
256,129162.1464365255
7234,190405.4300930845
5648,226060.23110380545
3014,218575.07738511215
2184,185525.46156298
9189,301169.1643832945
14884,194704.6968755428
10333,143700.80827782385
15896,144292.5309761687
13269,171601.11029107845
8603,227852.57118864436
15087,170520.3777666547
4344,179483.0403545119
7981,86312.67538088263
10908,238956.41996903933
6190,163997.2047374608
11742,207557.0112412061
9224,153098.58103410839
14667,199425.74473440854
458,188981.16032394895
2464,321369.8423350703
12320,240020.32131758236
278,191778.31321351492
2912,207956.27793655393
6698,203802.66028392
4510,124054.26766721816
4183,199281.1340272688
5551,214268.7773261688
12187,151153.12636216657
7948,217129.50169061773
10808,181444.3094182914
12432,200477.29951708805
5356,174298.9972652533
8984,554070.7769679937
9203,188279.91556416027
15412,100828.76938850162
12041,133004.26072312234
7644,254711.0098169761
7071,195083.93740478923
10685,180858.4964009198
6763,293038.15583096276
940,131936.3268257732
14959,204497.86299581724
1338,166054.48949588253
5351,140974.16724349983
6524,197042.608025176
12516,151608.44416131332
3288,261443.44505666837
3146,237940.43386830302
3954,178631.96057246273
11955,147104.8166610958
1211,238930.70096887343
15668,205039.79361218613
1320,103870.75049343766
9108,164663.0387582831
16482,319681.11466297344
5017,150398.52633919043
8290,224521.40901044683
4304,383497.86279156397
1930,207474.25156274898
12530,171755.89770763347
11295,305000.7554521335
3002,144188.63702470134
15483,155704.36229786652
11525,199650.59519796487
13978,132503.63906373148
4885,144278.9774434082
8325,166491.0303778212
3630,129234.30863470217
9165,182186.23534987925
13945,245335.0255218539
10663,187188.36686769218
14803,179475.6841792511
7621,167283.7073613464
8205,244371.58286268573
10387,199889.37381570105
5457,142307.37382166018
10234,328808.03720049286
6251,166373.7830290863
701,239608.97046213833
7930,170213.51866756193
15028,151635.52557040536
12172,77389.13830915505
5805,200106.69026460388
7411,296104.39174624573
14806,184805.92442749022
7890,163053.3373550288
10440,124377.70202365739
14926,161895.9622180404
5381,165290.25109169103
3800,375793.0943520627
10511,221119.72228321945
9324,254510.27850824708
3313,230342.98901462872
7351,158627.672778369
8459,177972.21215752562
9957,131363.1181894617
12024,182864.30486426223
4380,253606.99398056717
5042,137721.2294860292
13289,143644.5203561037
13407,398082.92115465924
13258,151294.77534372898
15993,300654.2843096356
12525,198850.78366810596
4062,233738.59729491596
12065,254181.9321752271
8227,162193.7017969361
11333,162671.5267367511
2867,126053.53582564276
3319,265734.2366189661
3523,350813.7139358955
7055,198984.78658255056
14930,164846.57635046908
3444,144412.04648865727
2940,319067.8270015426
6935,362103.824626276
16116,418227.89458831074
13370,226144.43915596462
6103,231911.0993778396
7446,184444.877601937
1859,175223.89452747867
4079,179897.78679578903
3228,219958.82691291595
9665,160043.65184521215
15957,353010.2312789897
11533,173860.41722565718
2314,125767.60856436541
4096,198079.26138615728
13437,195365.19999797555
5980,210228.59171075164
2008,195682.98439008536
6754,185194.11331990734
4129,154604.30156682635
14557,261071.1944850741
7096,332612.33859623317
14297,265232.92631478
3967,290757.0641009327
16485,124969.81738540922
13075,262243.8707949972
14289,202409.2228572067
10988,166496.48866763993
3230,140432.2235124277
13250,183323.92472238417
2559,173513.50534222415
7739,327099.3801939867
7213,162534.58942189283
6639,235908.0127077439
3164,316655.1661538216
15207,125025.49362877304
5113,194729.13004195548
3929,153249.67068967488
14493,245762.31647587568
11110,179234.48364777505
2033,210714.186817322
16057,204068.40195775154
16709,206552.99095315635
14313,155793.1983800412
1028,314467.14954439894
7187,96097.1952868809
3738,339834.23627800914
9869,316129.6564857758
12644,194804.9397018083
3686,131684.85752121246
9196,255340.73967634013
12326,192873.42330809424
4936,201037.1440312938
13314,159859.93342842237
9857,354672.0563075174
519,208180.7753360337
8410,168029.48704390958
1720,185159.17153792022
10341,213656.0053536523
14415,178859.9352648493
10613,270533.7112283102
8027,212679.94991699295
15539,257118.58334146385
7431,256590.30114859264
1370,148992.82527140685
12708,156021.91959888427
2250,213600.3245918137
14758,135253.99403725486
8525,358548.7406027247
1538,289851.6665965231
1142,152849.3094593729
1152,234268.47406128596
9802,184541.60925937034
3331,279971.8843975829
15203,187914.97892568947
4247,187911.3779407647
1976,487663.6794499477
2346,204275.921681793
10078,229085.0184252252
1938,218895.88731856013
7819,192791.2544467007
2168,226500.4460738151
15634,220125.54853913237
8465,257095.37507634485
9313,145891.59839415163
6539,130503.45571412079
6325,110791.57431367885
13442,279005.207455562
9967,210236.70220886194
7893,243985.18389096306
2861,203119.44677565375
11031,347622.83923292987
15073,110267.09922733861
13837,164938.19124433232
2524,243290.47638446634
8617,204511.93692112467
13513,182410.55826113874
3081,240246.2685900438
10675,318573.96169629705
1907,82691.97365486118
4872,267409.4022007185
16274,375690.2478459315
11837,244023.27201359379
16577,246764.89817238136
5231,333630.92661720456
11315,202892.47256054424
273,199889.37381570105
8363,211098.6823788661
4255,223818.2775278159
16330,245388.27387979755
11528,174666.43626552552
14799,261785.4194193353
1611,297992.1211311347
9234,191611.69583098855
1633,116627.61563081347
6791,227491.27052313453
11567,376634.30281368183
3070,222833.96056862135
12094,217560.58779821236
14335,332761.02335138037
137,170038.18495981977
7182,138857.20396917366
11718,187731.1198751109
5194,87122.09043719766
97,376216.9549429166
5118,439362.2138858419
13920,299267.1030958329
9952,188132.1006488948
15337,219019.10808480278
10243,210473.29390538536
4048,318238.6849981409
171,156913.08311452478
11378,157690.65615205976
14190,177803.22487158666
15265,132313.33521817467
2740,119032.78515786602
5573,309346.31534588366
4481,231947.16228027214
2631,153300.49060884837
4984,253820.69036099873
16466,191885.28295454162
16716,113780.60034498047
15325,187972.35885500157
10115,180652.9898741036
117,479207.9039690324
5476,118852.43660356411
11757,166341.59881483094
12359,126159.13164308545
15546,187498.91412163115
8133,156153.12679176085
9018,358740.23472446285
2075,159196.8871919599
11170,316105.3734656404
15733,214847.56227762118
9280,149431.26584242363
10734,350196.104051155
14071,166280.0913938759
7373,226911.89741098622
14736,180611.47130208273
3458,127352.50602016135
6183,165221.33651815384
7825,240535.17284899656
16775,178402.19391358495
5717,166235.16342227883
12397,139688.13221182022
8189,488388.73532824154
4423,206490.570053802
3994,117265.12250791966
10342,187676.5299060472
10051,184388.47352930336
9453,141295.72824075527
12593,484270.0766776225
1274,100018.50378968706
6933,275129.5993458365
1761,144256.49678119726
7157,321671.59190443944
15169,151752.83343171765
6792,311418.88698141766
13830,182238.67637796875
7240,197792.90299840414
3051,292243.0999744505
6550,121626.91004558497
4603,190736.5879693947
5729,160901.96915285883
13473,329294.0199508285
15104,131108.4822502759
6599,359590.26399215474
2216,345795.15398830356
8721,293775.56058873545
3645,203073.20135470838
8664,203802.66028392
11001,196757.88171048925
753,163505.7171701643
8129,254769.73563947325
15235,194163.97315963364
3359,206806.70175986225
10424,295692.4725811405
10226,245218.8625523857
9252,171939.123894928
3008,249489.04887439415
5849,167155.53986037924
8494,177470.49467439883
6764,283580.3403840252
12445,287041.26717802824
11716,182734.44722098668
4508,125109.14585911506
5669,195488.50344973308
11427,114586.80813266496
11065,170535.4521650062
8910,218943.32464011674
16401,100299.4851613701
11913,154611.5856582427
6221,201206.5870310439
10839,179738.03304383985
2809,203109.02973611286
13311,146997.64771113652
6866,180719.4639357945
6019,187955.2237348973
3024,164736.8240097034
1391,236561.41673556375
15904,222772.36300080127
15858,374672.31647598883
9911,188368.88182789096
16579,194576.89140035704
4394,315372.45710838307
1468,499339.34481594304
12965,150635.16793431906
2249,174932.19870319145
14384,163035.1758727183
13040,126101.8811745861
8872,141224.96484111538
12864,226782.4828176128
15712,172393.4306392326
14049,164256.7471501403
1840,101489.61026387062
12019,166420.26697818132
8948,158577.67205128545
15154,204961.13262646177
6943,135247.92520325203
12564,371973.1072320273
12766,173478.65136539994
7255,233440.6565089886
7962,154277.82539032254
709,139391.10620966816
4634,153755.59333309572
889,222258.53120847608
4774,136873.9555022221
13890,160840.08673084498
15431,154516.56000018743
8726,315439.20877713885
10373,140234.9947747053
6413,199012.57141464387
9761,135512.98811649063
15864,193868.63170840865
6147,137309.8574491721
3384,228366.75383705477
320,274011.57875941583
8006,229553.5361582723
14395,184550.59769303087
14976,112890.2803343453
12185,207623.6673115761
4779,126180.1692210269
8551,153322.99470492883
9025,273209.9620122966
10616,212820.43692732064
7475,117281.73958966557
6341,327870.9055476545
14163,142084.8745448586
2211,203917.10328725248
10532,273965.3100751369
14338,129536.56609130003
831,171848.9134678814
3382,162720.39109832392
9209,270425.6294036428
7188,228432.88155940158
7197,211540.9846383733
11270,170088.13773181493
15918,116464.82624073506
6937,528230.3214102281
6178,178785.68543264625
10668,111361.29022073928
1413,291472.98504091596
6884,280535.08130637766
8266,199448.01790738225
14019,192384.85723635054
16764,144761.8947954401
15306,178717.54531948824
3740,215554.7918557715
5298,170282.7760068419
8319,185906.37923896377
4229,184866.47740751397
13429,212260.92101850067
1753,386111.01640791644
860,244904.97421095893
14219,159807.96438277792
12113,188166.9816273959
11309,134672.5882532203
9930,199649.7754783635
10570,199559.1172860639
2839,150913.1277272599
6699,123130.08250824755
16647,123849.92782373549
5325,250157.20714564476
13733,155364.36992098574
7818,363337.87666808534
12505,229619.40310122372
9489,210102.70538656745
10106,211630.15966298748
7864,204060.20718987082
5134,250827.49962255772
11859,157918.2412870519
7440,317225.8650642187
1525,330660.2409612736
7339,184541.60925937034
8,333055.5377880834
3248,111519.21730053912
8995,223104.69409695396
15178,76347.7028925882
8594,151878.73938184755
15770,244603.1908260095
15859,342036.2529244977
1735,299605.7768381449
11410,503899.6279704456
16397,167801.67584939802
3572,134230.42148704283
5501,115499.21257330569
969,180338.36390883249
6977,484211.8721060883
1233,177169.9813767958
4258,174029.2204316101
90,311434.56767282553
16650,187986.6687350615
197,112647.82086775746
12514,281831.87475307233
4367,187220.08036218662
3199,192500.48692059895
5600,188243.9172909403
11641,184522.5248225862
14609,121892.26572911584
12775,130919.6105129404
14240,165614.2153054456
7933,228119.14750266072
6945,357681.9296045642
14006,191581.8599412942
6320,284439.03792946105
12061,174925.66954478231
16369,212139.26029962275
16354,377116.14506100153
3970,340392.3690160004
1048,199889.37381570105
3639,210473.29390538536
14448,249797.40822322684
2812,339609.8230902905
3932,147505.36441966478
14875,257342.58541948607
8883,119772.22835254052
7622,316944.5806930514
7252,114161.90521800143
9751,170289.4735976185
2378,202741.03034174547
6816,227009.8216254588
15358,206248.6574344464
7843,162636.50695830164
10448,399439.4751795852
7840,287434.04673379427
8880,242827.91393605768
12551,322889.3557019991
15470,197156.84842560443
16207,224822.31922973122
12123,116328.67197452839
15247,254837.92719663738
7481,229652.75768454385
16171,348207.30546560383
7461,314628.35931125906
902,233896.03618251428
13094,145876.15507715775
11584,226030.6189815434
4462,198015.42768269207
15576,140792.22630925674
16606,265295.62690690684
5427,339170.97103127633
7725,160434.28805709365
5409,133245.81262481544
12579,131581.70195151432
12013,266022.1645935138
11321,181615.97313607202
9932,142414.62641724836
591,178305.7087026917
10357,196420.02699714573
3336,248258.69934258595
13,186988.16411564703
4809,193767.46008218266
7555,184666.60942186654
15172,368421.3213382263
6989,158998.05376177048
4707,171651.3535454742
2046,243994.81324044743
6495,122457.00720444878
3873,177915.18778573722
7061,200165.22233252754
12112,199347.6242251785
8917,292308.6088761711
7735,153045.76768675898
16442,210473.29390538536
4244,171935.08656477576
3747,328449.12204220385
11086,179111.96061910252
10080,197556.57036346142
15057,218376.36189520304
1331,200124.04655697796
8891,162566.48212577158
13411,225132.62450674066
16730,226421.56223440022
2267,195535.9720547695
3022,187796.6798411514
11190,210473.29390538536
11857,176048.47510227878
9318,168258.9421464118
16512,202515.9946855613
2053,229267.7363160575
13707,125743.0206522823
12143,175007.31245964492
14080,172453.07635869458
6130,182760.93465226542
7936,79746.39577623102
10101,178443.4129307437
5663,210360.38759867262
14811,123130.08250824755
1366,186694.43099730028
908,202130.2656539503
2953,128629.29235302184
14629,147962.70875207393
15096,317325.31426381133
2115,206669.9107497989
11770,160484.25948790158
12701,196411.17998583984
14584,129541.057713128
1893,391082.6262376906
9501,544521.4432310462
2138,119904.62611894895
9346,206847.74515304813
15960,379973.4588054504
8230,160410.6458855739
13843,199389.88782991574
13810,229141.4353354039
15650,181444.3094182914
9974,136297.70695491877
12200,205452.00566833778
538,195186.19397951703
5334,198795.63561188872
14823,121254.53743363557
4817,172656.133227953
9041,192004.96560567833
4359,284687.7957943106
4852,291792.0671728978
10141,132834.43852226654
1503,186110.89906565755
16256,447914.52507645445
683,113547.78949797616
14382,164634.2768685656
7248,210548.4004523474
1200,182871.49362293197
3563,179165.71445564702
3681,393047.4760872307
3053,254005.5495571889
4099,222670.44128344578
807,116206.13440079919
4658,339315.70815678296
3535,175477.91553012354
12548,167225.80993139683
10488,194637.373877675
5851,142648.58797170792
13736,202543.02743717513
875,156489.70324013164
14449,144965.1236245102
3958,320009.054652075
10727,178514.59062460792
11296,132034.66950477444
13646,211947.1975953091
9599,248865.2406138332
7135,371154.46497585834
5943,315612.7573169331
2695,260723.14606578843
6766,247346.31680004552
5630,163929.69205297876
13586,215909.37501071492
3507,433604.30846449954
10014,141224.96484111538
459,262456.08872312016
3582,214838.48969645824
8560,247793.74057385614
3372,180070.55166688425
13109,242436.29495949202
8160,223962.53898798066
10706,208021.31266193851
9104,329225.0074395419
2870,222007.50919530258
13712,174890.07283594646
13924,134782.1048966853
798,303480.8172977433
9750,440477.1436424116
16248,338935.0655244221
3170,165867.53749055584
12700,222440.77811316052
10601,144216.09064984872
514,201754.40567383432
4010,315785.83013906784
8124,159968.85132101885
10800,167092.33406696955
13628,197718.48906819278
11637,134975.3896036981
781,178458.6866358153
16156,197683.50631990854
12618,258800.39249005957
9766,207883.53890891167
15987,270537.24109409034
11051,314685.9752535424
7673,208993.32626163724
1245,297272.1522995013
2443,158640.4833719868
7413,95634.10634992493
310,171217.73578883754
10921,215504.7367939727
8709,101760.70749085463
12404,324224.5417771627
14986,200749.9054680876
10714,296088.9753656546
14286,209999.25521703315
13828,336537.723221867
8926,390156.3080923319
12233,173257.1251937455
3913,214301.29151275245
5221,213036.79525169035
14965,92349.08190852837
862,213841.5360165394
13907,140780.17385305936
5418,202629.21462188967
2045,175105.60680803953
13321,184862.19016871072
2762,279316.37485656334
13888,170339.2847528725
14962,141641.25702994163
13305,371548.3215657695
8487,245510.784497696
7146,184476.43356605124
1134,177516.6151394005
15092,341293.3606059325
13760,223730.06013039916
11958,413977.8098415251
3177,184881.50799331113
11350,200592.98758493218
1524,118249.76847150212
5527,249099.4005416464
2872,183250.47225895262
8602,326692.21774865943
3067,349173.8300617056
10435,201063.10511570534
11222,208352.72056433966
8700,139567.3750804684
10961,232010.70096676858
14305,186724.230264861
8362,317208.9892863394
4979,158349.26330599087
7180,346955.7935253557
5763,127964.59388354165
2192,200991.09121559962
13581,189291.05794490763
10720,156235.8245240572
1358,250689.32480529815
13366,460072.6128686209
13539,343312.4080882401
12849,183688.68667974422
6794,187731.1198751109
525,466661.566422235
12223,362822.6672593138
16271,131263.63338190012
5818,125917.00601470412
16588,286920.5318032609
8981,129232.90983616539
16476,127376.52791868341
14663,184182.42293945057
3,139477.98875649832
6615,132473.26544320752
12215,277269.3871771037
304,258965.6758140273
13634,266837.8949858838
9208,199026.36845136617
2175,156647.60366182774
250,213424.69551684058
6045,194496.40246732757
10516,195754.1741508026
1852,487566.37468660047
1573,203578.758946891
15079,161146.93948921424
5500,183285.22230335412
15775,159728.89708528086
3198,161046.36938368873
6718,200064.86555245268
4149,158569.40319476437
9627,290147.8125462853
7595,253721.9157394973
4538,186664.57783136447
3555,194188.76881840764
10483,362480.81938590074
8834,169052.01195547188
16412,185287.25536136384
6449,139469.54347915004
2767,188654.49945998707
11498,166654.0859218594
16472,143644.5203561037
178,364303.9311347958
10948,196826.62625994955
13313,308638.7437570069
8065,145257.37970822502
102,139174.7337773543
14428,185591.46467045948
11973,130269.53889195756
6663,184562.501302023
15989,133934.62776421057
10955,506131.36155227816
11772,144482.51749544937
11364,273603.70243150485
7082,173688.20480027155
7749,424538.20207449904
6428,133549.8425205717
6869,113083.43111887545
295,176552.38964079134
12266,253554.62287778172
11129,167799.78136565053
826,258232.77963178893
3262,236325.04844764763
15641,330936.08947810007
1662,443363.53200488107
10926,219168.70014027247
10232,214878.50595563295
6376,185748.50748690122
7817,172221.199118416
354,197339.1567606122
10076,196700.5939388906
11379,354493.45128854347
10184,124653.34458159671
4696,404514.8540827399
13562,502160.528428949
5436,191818.27016142724
13196,138675.74097793715
14939,258534.09778152252
14004,168611.93918643115
5916,181417.43892969962
7229,192344.92774542773
9143,155550.8327240793
3440,186108.27465676112
319,159235.94319156365
11683,227397.1765544131
12647,236046.60556033737
12788,159526.3968908303
13662,248466.3182614797
423,275813.3679712104
5222,214017.91858564346
9242,209090.75523609988
2641,199620.56088290422
4855,173695.04305113785
5360,189793.373044305
9799,142695.34263696952
5526,251476.85728098333
10309,158530.4562488043
2144,330257.37221266096
7191,186495.39431708076
6732,168618.15000114008
14789,135385.3228532901
13525,153825.80727110783
4066,355235.58647408645
16422,210968.77461054287
14890,184098.18492080545
2922,236085.93814132965
3601,138738.10731806516
13416,121153.75278902503
14363,178288.3920475045
9496,320335.6256792119
7115,336899.1191727441
8615,177920.99215997235
5218,67062.99245872887
9493,200133.02957349166
10623,176203.6822178769
2272,138506.08311031773
3352,306087.40581808455
84,177841.80476091674
8086,132698.55084850398
2595,233873.18136946892
3531,156661.6001409201
7460,307506.86260704295
9214,265561.21216093266
2790,220959.12992718702
10548,218056.30113475295
9218,187388.66370873223
7435,163874.20383727728
15780,185432.53909278836
7640,205504.84327081786
6223,204739.66068242412
3425,117820.22959246123
10582,149431.26584242363
702,238107.41354957924
2111,174421.5280367852
11730,190574.24101033673
9865,244222.59107834808
16478,356492.85124878347
1885,229022.03745511945
3956,362621.67527556926
16735,138515.66652998692
15264,213792.24264433683
15971,150966.02949546874
5584,212010.30654628458
15242,184638.98564383193
14358,181600.9903857014
11300,230556.09601914106
5446,188006.96839193738
3934,179453.2491527761
6610,170945.69003552038
10164,313889.18176429195
4646,190264.88342046662
13304,193775.35216865546
1985,202799.8655321517
4746,134975.3896036981
7963,196537.88313308143
14083,285478.93694547174
13140,285017.0185810832
15023,249179.89226635254
13093,243199.09377767224
7160,193036.15881932274
7407,182068.87889362377
16056,183863.86493327972
751,487047.9621087494
6179,97938.81290622367
9137,313266.24333555606
10992,292954.3835866145
5744,460941.92213537835
10884,184239.16926774284
12858,292118.7469934855
13005,279684.25633471
16714,201733.65548878696
1419,234258.3416557537
6064,201637.02657175937
3771,213012.24924462047
5945,482242.19882419775
8453,79506.00910922547
3806,154904.125832651
16748,259588.6141668807
11380,199454.38381104873
3107,195029.17309004962
12003,204222.01447899075
14567,274834.76599699364
1079,205891.68031388932
11705,131384.3307671024
7814,213627.73516132828
10174,157772.1359511485
5514,250911.0048156753
5265,248909.91591603728
10520,381840.62374554685
13195,210749.14242221185
14601,350976.29608840955
6012,175060.55522445502
13079,194057.41421614797
9009,129037.24731698004
3122,192984.14547584855
5470,248730.24543043337
4840,164938.19124433232
6270,257242.39909920102
9158,104147.16144647883
10120,127569.07175881897
10672,331433.86286600446
4573,133124.69678653294
12118,319920.8546890954
7447,125834.27516955396
2171,206860.1698788829
6126,402273.36441116134
2836,172727.3004475831
1457,242604.81005335224
11165,225968.4718491888
5923,194631.01243002055
1813,227046.11937031144
3492,245272.29248817416
1917,232450.67693255362
965,347109.8869555354
15795,135841.81050620458
821,203525.8850798446
4568,221939.20110731007
9078,244811.0934326748
11371,132698.55084850398
5149,193906.69141750975
281,203364.99847578825
1918,234722.99951429816
776,140539.12054935817
210,198311.0156455766
10782,173503.94669840118
9653,181682.92368295588
9372,166225.41669006387
5868,164146.35390186403
6176,144745.5741879866
3969,127352.50602016135
7427,162979.16560438203
8544,471579.4911804866
5219,232127.38361772965
16488,140407.422898723
5855,224872.34562787286
15920,125887.67905377988
4393,458764.3803178723
5770,179134.2747864011
2900,131416.1499640013
8622,83451.19526760165
11610,277099.7477593403
10969,111493.24601986942
11029,144212.39428720588
6193,259335.0877713282
14087,444853.95920590026
13623,155297.6997746972
16689,170938.47840749993
1027,209562.0924687382
949,156625.14883323482
672,120131.87109484691
13832,150496.4444745666
2471,210272.03777112707
8728,282024.24465713743
7742,221279.5414894591
2698,221885.888941595
9084,182489.532023157
6075,284787.9172632065
2874,160461.53648042819
13119,162824.53395515122
5010,202842.15173406806
1284,176680.64480726514
1151,164225.57132305627
5110,331172.6976205761
11386,154977.7525158562
8019,207321.69810446736
2859,135587.83672668177
16110,170394.22146266274
16027,288542.32944298594
14902,177523.82816443656
14301,248393.66459856593
2451,202670.6537708063
13596,123558.92428543353
1464,131656.65035593687
7927,434558.0307114225
9638,202145.2625565614
8009,308136.2145617636
11903,151330.48322240676
9243,118517.18480984664
547,190634.58358837757
5511,133033.40108569735
11247,178512.78131257815
15928,337790.063191431
3434,214924.55977735468
7614,127783.21572993395
1380,205340.26667718176
2770,139018.26559905717
111,188006.96839193738
5994,112537.57338791594
12341,206113.10400026338
2787,269491.4020745389
14410,319482.3342854733
15983,131363.55592028072
14876,151762.7631450772
653,158922.4809946272
2174,229345.31972206422
2575,325786.9316072115
7976,165472.61692944905
5812,338365.9986050149
13589,333422.8572991676
9122,136243.97381108333
8159,462131.2868637501
8754,261767.27087933102
9321,218247.74756398637
13535,161638.37757989406
2083,164258.79669572023
2689,292823.7210843255
2248,218353.69846730214
11649,153317.56943445624
11045,330654.4868038575
1276,108638.36141749065
5962,153654.60440339008
13012,158588.88161228574
4642,184782.58382352674
179,159828.12584390776
15347,457518.5726236127
3339,159437.56173622885
